Station;Area;ICUL;Suborder;Family;Genus;Species;MorphoSpecies;#ind;Gear;Sampleunit1;Sampleunit2;Lat_start;Lat_end;Long_start;Long_end;depth_start;depth_end;Current velocity;Current direction;Salinity;Silicate;Phosphate;pH;Dissolved oxygen;Nitrate;Iron;Temperature;Lat_start_dec;Lat_end_dec;Long_start_dec;Long_end_dec
2_6;Bering Sea;ICUL13631;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 4;1;EBS;Supra;300 µm;54° 30,762' N;54° 32,984' N;174° 41,185' W;174° 38,944' W;3656;3653;0.00738;214.43413;34.66161;264.00177;3.12586;7.62697;87.31918;39.20813;0.00068;1.28887;54.008545;54.00916222;-174.0114403;-174.0108178
2_6;Bering Sea;ICUL13585;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 4;1;EBS;Supra;300 µm;54° 30,762' N;54° 32,984' N;174° 41,185' W;174° 38,944' W;3656;3653;0.00738;214.43413;34.66161;264.00177;3.12586;7.62697;87.31918;39.20813;0.00068;1.28887;54.008545;54.00916222;-174.0114403;-174.0108178
2_6;Bering Sea;ICUL13586;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 4;1;EBS;Epi-Ü;Livesorting;54° 30,762' N;54° 32,984' N;174° 41,185' W;174° 38,944' W;3656;3653;0.00738;214.43413;34.66161;264.00177;3.12586;7.62697;87.31918;39.20813;0.00068;1.28887;54.008545;54.00916222;-174.0114403;-174.0108178
2_6;Bering Sea;ICUL13628;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 3;1;EBS;;;54° 30,762' N;54° 32,984' N;174° 41,185' W;174° 38,944' W;3656;3653;0.00738;214.43413;34.66161;264.00177;3.12586;7.62697;87.31918;39.20813;0.00068;1.28887;54.008545;54.00916222;-174.0114403;-174.0108178
4_5;"N Slope Aleutian Trench

";ICUL16652;Apseudomorpha;Apseudidae;Fageapseudes;;sp. 2;1;EBS;;;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13555;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;2;EBS;Supra;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13563;Tanaidomorpha;Leptognathiidae;Leptognathia;;sp. 1;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13512;Tanaidomorpha;Agathotanaidae;Paragathotanais;;sp. 1;1;EBS;Epi;Livesorting;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13559;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13504;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13503;Tanaidomorpha;Paratanaoidea incertae sedis;Singula;;sp. 1;2;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13557;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;2;EBS;Supra;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13558;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13560;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;5;EBS;Epi;Livesorting;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13562;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 6;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13510;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 2;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13505;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;Supra;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL13511;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;Epi;300 µm;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_5;"N Slope Aleutian Trench

";ICUL16091;Tanaidomorpha;Akanthophoreidae;Tumidochelia;;sp. 2;1;EBS;;;51° 42,253' N;51° 39,667' N;170° 28,764' W;170° 29,885' W;4220;4625;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01173694;51.01101861;-170.00799;-170.0083014
4_6;"N Slope Aleutian Trench

";ICUL16681;Tanaidomorpha;Paranarthrurellidae;Armatognathia;;sp. 1;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_6;"N Slope Aleutian Trench

";ICUL16679;Tanaidomorpha;Akanthophoreidae;Stenotanais;;sp. 1;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_6;"N Slope Aleutian Trench

";ICUL16775;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 3;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_6;"N Slope Aleutian Trench

";ICUL16680;Tanaidomorpha;Typhlotanaidae;Meromonakantha;;sp. 1;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_6;"N Slope Aleutian Trench

";ICUL16713; Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_6;"N Slope Aleutian Trench

";ICUL16638; Tanaidomorpha;Akanthophoreidae;Tumidochelia;;sp. 1;1;BC;;;51° 40.336' N;;170° 28.711' W;;4641;;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01120444;;-170.0079753;
4_9;"N Slope Aleutian Trench

";ICUL13519;Tanaidomorpha;Typhlotanaidae;Meromonakantha;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL17016;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;;;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL16787;Tanaidomorpha;Paratanaoidea incertae sedis;Exspina;;sp. 2;1;EBS;;;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL16786;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;8;EBS;;;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL16785;Tanaidomorpha;Akanthophoreidae;Paraleptognathia;;sp. 2;3;EBS;;;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13507;Tanaidomorpha;Typhlotanaidae;Starkus;;sp. 1;1;EBS;Supra;Livesorting;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13523;Tanaidomorpha;Typhlotanaidae;Starkus;;sp. 1;2;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13526;Tanaidomorpha;Tanaellidae;Araphura;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13514;Tanaidomorpha;Paratanaoidea incertae sedis;Exspina;;sp. 1;1;EBS;Supra;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13515;Tanaidomorpha;Leptognathiidae;Leptognathia;;sp. 1;1;EBS;Supra;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13528;Tanaidomorpha;Colletteidae;Haplocope;;sp. 1;1;EBS;Epi;Livesorting;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13529;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13527;Tanaidomorpha;Colletteidae;Leptognathiopsis ;;sp. 1;1;EBS;Epi;Livesorting;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13517;Tanaidomorpha;Agathotanaidae;Paragathotanais;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13513;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;Livesorting;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13524;Tanaidomorpha;Agathotanaidae;Paranarthrura;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13525;Tanaidomorpha;Paratanaoidea incertae sedis;Singula;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13516;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;1;EBS;Supra;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL15906;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;6;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL15907;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;6;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13521;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;3;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL13518;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;Epi;Livesorting;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
4_9;"N Slope Aleutian Trench

";ICUL16812;Tanaidomorpha;Colletteidae;Leptognathiella;;sp. 1;1;EBS;Epi;300 µm;51° 42,512' N;51° 39,861' N;170° 28,842' W;170° 30,820' W;4224;4609;0.00854;258.18970;34.68039;159.38252;2.57914;7.73650;152.27169;37.08957;0.00060;1.11375;51.01180889;51.0110725;-170.0080117;-170.0085611
5_6;Hadal;ICUL13535;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 1 ;1;EBS;;;54° 31,419' N;54° 32,495' N;172° 36,594' W;172° 32,014' W;3517;3504;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;54.0087275;54.00902639;-172.010165;-172.0088928
5_6;Hadal;ICUL13534;Tanaidomorpha;Akanthophoreidae;Tumidochelia;;sp. 1;1;EBS;;;54° 31,419' N;54° 32,495' N;172° 36,594' W;172° 32,014' W;3517;3504;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;54.0087275;54.00902639;-172.010165;-172.0088928
5_9;Hadal;ICUL13531;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;Supra-Ü;300 µm;51° 10,276' N;51° 13,955' N;170° 11,030' W;170° 09,590' W;7236;7239;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;51.00285444;51.00387639;-170.0030639;-170.0026639
5_9;Hadal;ICUL13532;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;Supra-Ü;300 µm;51° 10,276' N;51° 13,955' N;170° 11,030' W;170° 09,590' W;7236;7239;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;51.00285444;51.00387639;-170.0030639;-170.0026639
5_9;Hadal;ICUL13533;Tanaidomorpha;Anarthruridae;stet.;;sp. 1;1;EBS;Epi-Ü;300 µm;51° 10,276' N;51° 13,955' N;170° 11,030' W;170° 09,590' W;7236;7239;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;51.00285444;51.00387639;-170.0030639;-170.0026639
5_9;Hadal;ICUL16603;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;Supra-Ü;300 µm;51° 10,276' N;51° 13,955' N;170° 11,030' W;170° 09,590' W;7236;7239;0.00374;241.15945;34.68748;161.35994;2.55500;7.67432;155.62848;36.71644;0.00060;1.03834;51.00285444;51.00387639;-170.0030639;-170.0026639
6_4;S Slope Aleutian Trench;ICUL16694;Tanaidomorpha;Colletteidae;Collettea;;sp. 2;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16654;Apseudomorpha;Apseudidae;Leviapseudidae;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL17022;Apseudomorpha;Apseudidae;Fageapseudes;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16801;Tanaidomorpha;Paratanaoidea incertae sedis;Exspina;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16626;Tanaidomorpha;Cryptocopidae;Cryptocopoides;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16805;Tanaidomorpha;Agathotanaidae;Agathotanais;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16818;Tanaidomorpha;Typhlotanaidae;Meromonakantha;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13536;Tanaidomorpha;Tanaellidae;Arthrura;;sp. 1;1;EBS;Epi;Livesorting;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13537;Tanaidomorpha;Tanaellidae;Arthrura;;sp. 1;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13543;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;Supra;Livesorting;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13461;Tanaidomorpha;Colletteidae;Collettea;;sp. 1;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13462;Tanaidomorpha;Colletteidae;Collettea;;sp. 2;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13539;Tanaidomorpha;Paratanaoidea incertae sedis;Leptognathioides;;sp. 1;2;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13460;Apseudomorpha;Apseudidae;Leviapseudes;;sp. 1;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16816;Tanaidomorpha;Typhlotanaidae;Torquella;;sp. 1;1;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13541;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 1;1;EBS;Epi;Livesorting;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13544;Tanaidomorpha;Pseudotanaidae;Pseudotanais;;sp. 5;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13538;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL16814;Tanaidomorpha;Typhlotanaidae;Typhlamia;;sp. 2;6;EBS;;;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
6_4;S Slope Aleutian Trench;ICUL13540;Tanaidomorpha;Caudalongidae;Univeristatotanais;;sp. 1;1;EBS;Supra;300 µm;50° 39,368' N;50° 37,959' N;169° 44,368' W;169° 48,097' W;5261;5318;0.00384;245.39678;34.68712;163.88909;2.56268;7.69997;154.82903;36.81343;0.00061;1.05046;50.01093556;50.01054417;-169.0123244;-169.0133603
